OverallQual,GrLivArea,GarageCars,GarageArea,TotalBsmtSF,1stFlrSF,FullBath,YearBuilt,Fireplaces,TotRmsAbvGrd,KitchenQual,ExterQual,BsmtQual,GarageFinish,OpenPorchSF,SalePrice
8,1694,3,776,1694,1694,2,2008,0,7,Gd,Gd,Gd,RFn,33,245350
6,1671,2,472,959,959,2,2000,1,7,TA,TA,Gd,Fin,38,173000
6,2108,2,540,1127,1236,2,1935,2,7,Gd,TA,TA,Unf,0,235000
10,3627,3,807,1930,1831,3,1995,1,10,Gd,Gd,Ex,Fin,76,625000
6,1118,1,358,1096,1118,1,1977,1,6,TA,TA,TA,Fin,0,171000
6,1261,2,433,1261,1261,1,1958,1,6,TA,TA,TA,RFn,0,163000
7,1250,2,625,625,625,2,2006,0,5,Gd,Gd,Gd,Fin,54,171900
5,3086,0,0,1598,1636,3,1946,1,12,Ex,TA,TA,,0,200500
6,2345,2,360,952,1170,2,1932,1,9,TA,TA,Gd,Unf,0,239000
8,2872,2,541,1683,2129,2,1992,1,9,Gd,Gd,Gd,Fin,33,285000
5,923,1,264,876,923,1,1984,0,5,TA,TA,TA,Unf,0,119500
6,1224,1,210,818,818,1,1926,0,5,TA,TA,TA,Unf,0,115000
5,1343,1,186,731,820,1,1921,1,7,TA,TA,TA,Unf,0,154900
5,1124,0,0,0,1124,1,1954,1,5,TA,TA,,,36,93000
7,2514,2,693,1216,1298,2,1990,0,8,TA,TA,Gd,Fin,0,250000
8,1652,2,482,1600,1652,2,2008,1,5,Gd,Ex,Ex,Fin,53,392500
10,4476,3,813,2396,2411,3,1996,2,10,Ex,Gd,Ex,Fin,78,745000
5,1130,2,720,1120,1130,1,1920,1,5,TA,TA,TA,Unf,0,120000
5,1572,3,995,1572,1572,1,1963,2,5,TA,TA,TA,RFn,263,186700
5,1221,1,392,784,949,1,1924,0,7,TA,TA,TA,Unf,0,104900
3,1699,2,420,978,1014,2,1900,0,7,TA,TA,Fa,Unf,74,95000
8,1624,3,757,1624,1624,2,1994,1,5,Gd,Gd,Gd,RFn,114,262000
7,1660,2,493,831,831,2,2002,0,7,Gd,Gd,Gd,RFn,68,195000
7,1804,2,442,994,1028,2,1999,1,7,Gd,TA,TA,Fin,60,189000
4,1622,4,1356,1249,1622,1,1961,1,7,TA,TA,TA,Fin,0,168000
8,1441,2,492,776,764,2,1999,0,5,Gd,Gd,Gd,Unf,0,174000
5,1472,1,250,702,842,1,1925,0,6,Gd,TA,TA,Unf,0,125000
6,1224,2,402,1224,1224,2,1999,0,5,TA,TA,Ex,Fin,304,165000
6,1352,1,299,663,663,1,1969,0,7,TA,TA,TA,Fin,36,158000
6,1456,2,400,728,728,2,2005,0,8,Gd,TA,Gd,Fin,24,176000
7,1863,3,660,879,879,2,2006,1,9,Gd,Gd,Gd,Fin,17,219210
7,1690,1,225,815,815,1,1916,1,7,TA,TA,TA,Unf,0,144000
7,1212,2,573,1212,1212,2,2001,0,6,Gd,Gd,Gd,RFn,0,178000
4,1382,2,459,1051,1382,1,1963,1,6,TA,TA,TA,Unf,82,148000
4,864,1,280,864,864,1,1970,0,5,TA,TA,TA,Unf,0,116050
7,1779,2,546,866,866,2,1998,0,6,Gd,TA,Gd,RFn,36,197900
5,1348,1,216,884,884,1,1925,1,5,TA,TA,TA,Unf,0,117000
7,1630,2,451,1630,1630,2,2000,1,6,Gd,Gd,Gd,Unf,234,213000
5,1074,2,495,1056,1074,1,1975,0,6,TA,TA,Gd,RFn,88,153500
7,2196,3,701,2158,2196,2,1990,1,7,Gd,Gd,Gd,RFn,70,271900
4,1056,1,384,1056,1056,1,1966,0,5,TA,TA,TA,Unf,42,107000
6,1700,2,544,1682,1700,2,2003,0,7,Gd,Gd,Gd,RFn,23,200000
5,1283,2,506,931,1283,1,1962,0,6,TA,TA,TA,Unf,0,140000
8,1660,2,500,1660,1660,2,2006,1,8,Gd,Gd,Ex,RFn,50,290000
6,1845,2,462,1055,1055,2,1992,1,8,Gd,Gd,Gd,RFn,104,189000
8,1752,2,492,559,1080,2,1988,0,8,TA,Gd,Gd,RFn,12,164000
4,672,1,234,672,672,1,1941,0,4,TA,TA,TA,Unf,113,113000
4,960,1,364,648,960,0,1965,0,3,TA,TA,TA,Unf,0,145000
5,999,1,300,925,999,1,1962,0,6,TA,TA,TA,Unf,72,134500
5,894,1,384,894,894,1,1966,0,5,TA,TA,TA,RFn,0,125000
6,1902,2,539,0,1318,2,1978,0,8,TA,TA,,Unf,0,112000
8,1314,2,552,1300,1314,2,2009,0,6,Gd,Gd,Gd,RFn,112,229456
4,912,0,0,0,672,1,1947,0,3,TA,TA,,,0,80500
6,1218,0,0,672,672,1,1971,0,7,TA,TA,TA,,0,91500
5,912,1,288,912,912,1,1964,0,5,TA,TA,TA,Unf,0,115000
5,1211,1,322,952,1211,1,1968,1,5,TA,TA,TA,Unf,63,134000
6,1846,1,315,1040,1168,2,1949,1,7,TA,TA,TA,Unf,0,143000
5,2136,2,528,2136,2136,2,1951,0,7,TA,TA,TA,Unf,30,137900
7,1490,2,388,788,788,2,2004,1,8,Gd,Gd,Gd,Fin,75,184000
6,1138,1,264,588,1138,1,1958,0,6,TA,TA,TA,RFn,0,145000
6,1933,3,668,894,894,2,2007,1,9,Gd,Gd,Gd,Fin,18,214000
5,912,2,576,912,912,1,1965,0,5,Gd,TA,TA,Unf,240,147000
9,1702,3,1052,1702,1702,1,2008,1,7,Ex,Ex,Ex,Fin,72,367294
5,1507,1,404,1075,1507,2,1960,0,7,TA,TA,TA,Unf,0,127000
5,2620,2,600,1361,1361,2,1977,1,12,TA,TA,Gd,RFn,24,190000
5,1190,2,540,1106,1190,1,1962,0,6,TA,TA,TA,Unf,18,132500
4,1224,2,462,0,1224,2,1962,0,6,TA,TA,,Unf,0,101800
5,1188,2,531,1188,1188,1,1959,0,6,TA,TA,TA,RFn,0,142000
5,1964,0,0,940,1024,1,1911,0,7,TA,TA,TA,,192,130000
5,1784,1,180,747,892,1,1914,0,9,TA,TA,Gd,Unf,40,138887
7,1626,2,474,764,764,2,2003,0,6,Gd,Gd,Gd,RFn,27,175500
7,1948,2,434,847,847,2,2004,1,8,Gd,Gd,Gd,Fin,48,195000
6,1141,2,484,1141,1141,1,2005,0,6,TA,Gd,Gd,Unf,0,142500
8,1484,2,472,1476,1484,2,2006,1,6,Ex,Gd,Gd,RFn,33,265900
7,1768,2,543,884,884,2,2003,0,8,Gd,Gd,Gd,RFn,63,224900
7,1689,3,954,1689,1689,2,2007,0,7,Gd,Gd,Gd,RFn,56,248328
7,1173,2,528,1053,1173,2,1974,2,6,Gd,TA,Gd,RFn,120,170000
10,2076,3,850,2076,2076,2,2006,1,7,Ex,Ex,Ex,Fin,229,465000
8,1517,2,400,792,792,1,1929,2,7,Gd,TA,Gd,Unf,0,230000
6,1868,2,477,585,1140,3,1984,1,7,TA,TA,Gd,Fin,112,178000
7,1553,2,615,756,756,2,2005,0,6,Gd,Gd,Gd,RFn,45,186500
6,1034,3,888,1012,1034,1,1976,0,6,TA,TA,TA,Unf,0,169900
6,2058,2,396,735,1134,1,1917,1,8,TA,TA,Gd,Unf,0,129500
5,988,1,276,876,988,1,1950,0,6,TA,TA,TA,Unf,80,119000
7,2110,2,522,2110,2110,2,1968,2,8,Ex,Gd,TA,Fin,0,244000
7,1405,2,478,1405,1405,2,2003,1,6,Gd,Gd,Gd,RFn,36,171750
5,874,1,288,864,874,1,1968,0,5,TA,TA,TA,RFn,0,130000
7,2167,2,518,1192,1516,2,1974,2,9,Gd,Gd,TA,RFn,47,294000
7,1656,2,397,746,760,2,2003,1,7,Gd,Gd,Gd,Fin,128,165400
6,1367,1,560,884,959,1,1931,1,6,TA,TA,TA,Unf,0,127500
8,1987,2,691,1986,1987,2,1994,1,7,Gd,Gd,Gd,Fin,36,301500
5,864,0,0,864,864,1,1922,0,4,TA,TA,Fa,,96,99900
7,1166,2,400,856,1166,2,2005,0,5,Gd,Gd,Gd,Fin,0,190000
6,1054,2,460,1054,1054,1,1969,0,6,TA,TA,Gd,Unf,0,151000
6,1675,2,502,841,892,2,1999,1,7,TA,TA,Gd,Fin,103,181000
5,1050,1,338,1050,1050,1,1956,0,5,TA,TA,TA,Unf,0,128900
4,1788,1,304,1104,1104,1,1957,2,8,TA,TA,TA,Unf,0,161500
6,1824,2,520,764,1060,1,1919,1,8,TA,TA,TA,Unf,0,180500
6,1337,2,511,1405,1337,2,1998,0,5,Gd,Gd,Gd,Fin,68,181000
7,1452,2,506,691,713,2,1999,0,6,Gd,Gd,Gd,Unf,34,183900
7,1889,1,308,925,964,1,1910,1,9,TA,Fa,TA,Unf,0,122000
9,2018,3,746,2002,2018,2,2008,1,10,Ex,Ex,Ex,Fin,76,378500
8,3447,3,1014,728,1968,3,1935,2,11,Gd,TA,TA,Unf,12,381000
5,1524,1,315,874,874,1,1958,0,7,TA,TA,TA,Unf,0,144000
7,1524,2,586,1332,1332,0,1979,1,4,Gd,Gd,Gd,Fin,0,260000
6,1489,2,462,1489,1489,2,1968,1,7,Gd,TA,TA,RFn,0,185750
5,935,1,288,935,935,1,1965,0,5,TA,TA,TA,Unf,0,137000
6,1357,1,312,1019,1357,1,1959,1,5,Ex,TA,TA,RFn,0,177000
5,1250,2,552,661,661,2,1910,1,8,TA,TA,TA,Unf,0,139000
5,1920,2,400,928,928,2,1948,0,10,TA,TA,TA,Unf,0,137000
6,1395,2,497,723,735,1,1972,1,6,TA,TA,TA,Unf,116,162000
6,1724,2,480,1680,1724,1,1967,1,7,TA,TA,Gd,RFn,0,197900
8,2031,2,577,1128,1128,2,2002,1,7,Gd,Gd,Gd,RFn,211,237000
4,1128,2,528,698,698,1,1920,0,6,TA,TA,TA,RFn,0,68400
7,1573,2,544,1573,1573,2,2002,0,6,Gd,Gd,Gd,RFn,72,227000
7,1339,2,484,1309,1339,2,1990,1,6,TA,TA,Gd,Fin,58,180000
5,1040,2,484,1040,1040,2,1977,0,5,Gd,TA,Gd,Unf,0,150500
6,1824,0,0,912,912,2,1971,0,8,TA,TA,TA,,0,139000
6,2447,1,336,804,1699,2,1919,1,10,Gd,TA,TA,Unf,0,169000
6,1412,1,280,780,825,1,1939,1,6,TA,TA,TA,Unf,0,132500
6,1328,2,528,1328,1328,1,1963,2,6,TA,TA,TA,Unf,26,143000
5,1582,2,390,1624,1582,2,1964,0,7,TA,TA,TA,Unf,198,190000
8,1659,2,499,1501,1659,2,2000,1,5,Ex,Gd,Gd,Fin,59,278000
8,1970,3,753,1085,1120,2,2006,1,8,Ex,Gd,Gd,Fin,74,281000
5,1152,2,484,1152,1152,1,1964,1,6,TA,TA,TA,RFn,0,180500
5,1302,1,264,630,630,2,1972,0,6,TA,TA,TA,Unf,0,119500
5,2372,1,432,994,1378,2,1892,0,11,TA,TA,TA,RFn,287,107500
7,1664,2,528,832,832,2,1976,1,8,TA,TA,Gd,RFn,28,162900
5,864,2,572,864,864,1,1955,0,5,TA,TA,TA,Unf,0,115000
5,1052,1,288,1052,1052,1,1968,0,5,TA,TA,TA,RFn,0,138500
5,1128,2,525,1120,1128,2,1963,0,6,TA,TA,TA,RFn,20,155000
6,1072,2,525,547,1072,2,2005,0,5,TA,TA,Gd,Fin,44,140000
10,5642,2,1418,6110,4692,2,2008,3,12,Ex,Ex,Ex,Fin,292,160000
5,1246,1,305,1246,1246,1,1959,0,6,Gd,TA,TA,RFn,0,154000
7,1983,2,490,978,1005,2,1999,1,9,Gd,Gd,Gd,Fin,0,225000
6,1494,1,213,771,753,1,1942,2,7,Gd,TA,TA,Unf,0,177500
8,2526,3,844,1165,1203,2,1994,1,8,Gd,Gd,Gd,RFn,78,290000
7,1616,3,834,1616,1616,2,2005,0,7,Gd,Gd,Gd,RFn,59,232000
7,1708,2,380,976,976,2,2004,0,7,Gd,Gd,Gd,Unf,40,130000
9,1652,2,840,1652,1652,2,2006,2,6,Ex,Gd,Ex,Fin,102,325000
7,1368,2,474,1368,1368,2,2005,1,6,Gd,Gd,Gd,RFn,35,202500
5,990,2,480,990,990,1,1994,0,5,TA,TA,Gd,Unf,64,138000
5,1122,2,528,924,1122,1,1948,0,6,Gd,TA,TA,Unf,36,147000
6,1294,2,496,1278,1294,2,1991,0,6,Gd,TA,Gd,RFn,51,179200
7,1902,2,567,1902,1902,2,1959,2,7,Ex,Gd,Gd,Fin,207,335000
7,1274,2,508,1274,1274,2,2005,0,6,Gd,Gd,Gd,RFn,98,203000
8,2810,2,750,1453,1453,2,1990,1,9,Gd,Gd,Ex,RFn,0,302000
9,2599,3,779,1393,1422,2,1999,1,10,Gd,Gd,Gd,Fin,30,333168
4,948,1,280,948,948,1,1954,1,5,TA,TA,TA,Unf,36,119000
6,2112,2,576,952,1092,2,1969,2,9,TA,TA,Fa,Unf,0,206900
8,1630,3,860,1622,1630,2,2008,1,8,Ex,Gd,Ex,RFn,42,295493
7,1352,2,466,1352,1352,2,2006,1,5,Gd,Gd,Ex,RFn,241,208900
8,1787,3,748,1753,1787,2,2001,1,7,Gd,Gd,Gd,RFn,150,275000
4,948,1,248,864,948,1,1954,0,5,TA,TA,TA,Unf,0,111000
6,1478,2,442,1478,1478,1,1957,2,6,TA,TA,TA,RFn,0,156500
3,720,1,287,0,720,1,1949,0,4,TA,TA,,Unf,0,72500
7,1923,2,564,750,1061,2,1992,1,8,Gd,Gd,Gd,RFn,39,190000
4,708,0,0,420,708,1,1940,0,5,Fa,Fa,TA,,0,82500
8,1795,3,895,1795,1795,2,2006,1,7,Gd,Gd,Ex,RFn,49,147000
4,796,0,0,796,796,1,1922,0,5,TA,TA,TA,,0,55000
3,774,0,0,544,774,1,1931,0,6,Gd,TA,TA,,0,79000
5,816,1,264,816,816,1,1982,1,5,Gd,Gd,TA,Unf,0,130500
6,2792,2,520,1510,1584,2,1920,2,8,TA,Gd,Gd,Unf,547,256000
7,1632,2,462,935,955,2,1998,1,8,TA,TA,Gd,Fin,28,176500
8,1588,3,825,1588,1588,2,2006,1,7,Gd,Gd,Gd,RFn,45,227000
5,954,2,576,911,954,1,1976,0,6,TA,TA,TA,Unf,0,132500
4,816,1,288,816,816,1,1938,1,3,TA,TA,TA,Unf,0,100000
5,1360,1,297,803,803,1,1938,0,6,Gd,TA,TA,Unf,65,125500
5,1365,2,440,765,765,1,1970,0,7,TA,TA,TA,Unf,36,125000
6,1334,2,630,1350,1334,2,1977,1,6,TA,TA,Gd,RFn,16,167900
5,1656,2,506,1656,1656,2,1973,0,8,TA,TA,TA,Unf,211,135000
4,693,0,0,693,693,1,1941,0,4,Fa,TA,TA,,20,52500
7,1861,2,492,916,920,2,2002,0,8,Gd,Gd,Gd,RFn,91,200000
5,864,1,288,864,864,1,1972,0,5,TA,TA,TA,RFn,0,128500
4,872,4,480,858,872,1,1971,0,5,TA,TA,TA,Unf,0,123000
6,1114,2,576,1114,1114,1,2003,0,6,Gd,TA,Gd,Unf,78,155000
8,2169,2,647,1284,1284,2,2002,1,7,Gd,Gd,Gd,RFn,87,228500
6,1913,2,342,896,1172,1,1928,1,9,TA,TA,TA,Unf,0,177000
7,1456,2,440,728,728,2,2006,1,8,Gd,Gd,Gd,Fin,0,155835
4,960,1,308,960,960,1,1920,0,5,Fa,TA,TA,Unf,0,108500
7,2156,2,508,1568,2156,2,1968,1,9,TA,TA,TA,RFn,80,262500
8,1776,3,712,1732,1776,2,2006,1,7,Gd,Gd,Ex,Fin,0,283463
7,1494,2,514,1482,1494,2,1998,1,5,Gd,Gd,Gd,RFn,25,215000
8,2358,0,0,684,938,2,1872,0,8,TA,TA,TA,,54,122000
5,2634,4,968,1248,1338,2,1969,0,12,TA,TA,TA,Unf,0,200000
6,1716,2,490,858,858,1,1962,1,8,TA,TA,TA,Fin,84,171000
6,1176,2,624,698,786,1,1937,0,4,TA,Gd,TA,Unf,0,134900
8,3238,3,666,2033,2053,2,1995,1,9,Gd,Gd,Gd,Fin,86,410000
7,1865,3,839,992,992,2,2000,1,7,Gd,Gd,Gd,RFn,184,235000
7,1920,2,487,570,1222,3,1968,1,8,Gd,TA,TA,RFn,98,170000
5,892,1,264,864,892,1,1966,0,5,TA,TA,TA,RFn,0,110000
5,1078,2,500,1078,1078,1,1971,1,6,TA,TA,TA,Fin,0,149900
6,1573,2,440,756,769,2,2000,0,5,Gd,Gd,Gd,Unf,32,177500
9,1980,3,770,1980,1980,2,2004,1,8,Ex,Gd,Ex,Fin,45,315000
5,2601,2,621,612,990,3,1921,0,8,TA,TA,TA,RFn,0,189000
7,1530,2,430,1530,1530,2,2005,1,7,Gd,Gd,Ex,Fin,36,260000
4,1738,1,368,715,1281,2,1920,1,7,TA,TA,TA,Unf,0,104900
6,1412,2,432,616,616,2,2006,1,6,Gd,TA,Gd,Fin,36,156932
7,1200,2,480,600,520,2,2005,0,4,Gd,Gd,Gd,RFn,166,144152
7,1674,2,663,814,814,2,2000,0,7,Gd,Gd,Gd,RFn,96,216000
7,1790,2,588,873,882,2,1999,0,7,Gd,Gd,Gd,RFn,88,193000
5,1475,1,336,757,925,2,1977,1,6,TA,TA,TA,RFn,26,127000
6,848,2,420,848,848,1,2003,0,4,Gd,Gd,Gd,Fin,0,144000
8,1668,2,502,1657,1668,2,2003,1,8,Gd,Gd,Gd,Fin,262,232000
4,1374,1,338,840,840,1,1920,0,6,TA,Fa,TA,Fin,0,105000
6,1661,1,377,992,1661,1,1955,1,8,Gd,TA,TA,RFn,28,165500
7,2097,2,583,1108,1108,2,1998,1,8,Gd,TA,Gd,RFn,170,274300
10,2633,3,804,2633,2633,2,2001,2,8,Ex,Ex,Ex,RFn,140,466500
7,1958,3,936,1026,1026,2,2005,1,9,Gd,Gd,Gd,Fin,210,250000
8,1571,3,722,1571,1571,2,2007,1,7,Gd,Gd,Gd,Fin,36,239000
6,790,1,160,768,790,1,1930,0,4,TA,TA,Gd,Unf,141,91000
5,1604,2,660,984,984,2,1941,0,6,TA,TA,TA,Unf,68,117000
6,987,1,264,483,483,1,1973,0,5,TA,TA,TA,Unf,0,83000
5,1394,2,400,384,754,2,2006,0,7,Gd,TA,Gd,Fin,0,167500
3,864,1,200,864,864,1,1914,0,5,TA,TA,TA,Unf,0,58500
6,2117,2,550,1205,2117,2,1970,2,7,TA,TA,TA,Fin,42,237500
7,1762,2,576,596,998,1,1920,0,8,Gd,TA,Fa,Unf,0,157000
5,1416,2,576,816,1416,2,1918,0,7,Gd,TA,TA,Unf,0,112000
6,1258,1,280,560,698,1,1939,0,6,TA,TA,TA,Unf,0,105000
4,1154,1,240,796,796,1,1922,0,7,Gd,TA,TA,Unf,96,125500
7,2784,2,564,1392,1392,3,1978,2,12,Gd,TA,Gd,RFn,112,250000
6,2526,1,216,714,1664,2,1916,1,10,Gd,TA,TA,Unf,15,136000
9,1746,3,758,1746,1746,2,2006,2,7,Ex,Ex,Ex,Fin,39,377500
6,1218,2,440,735,869,1,1941,1,6,TA,TA,TA,Unf,0,131000
7,1525,2,541,1525,1525,2,2000,0,6,Gd,Gd,Gd,RFn,36,235000
5,1584,3,792,1584,1584,2,1967,0,8,TA,TA,TA,Unf,152,124000
5,900,1,288,864,900,1,1967,1,6,TA,TA,TA,RFn,144,123000
6,1912,2,672,482,1221,2,1905,1,7,TA,TA,Fa,Unf,25,163000
7,1500,3,648,1356,1500,2,2006,1,6,Gd,Gd,Gd,Fin,20,246578
8,2482,3,642,1094,1133,2,2005,1,9,Gd,Gd,Gd,Fin,39,281213
5,1687,2,572,747,1687,1,1948,2,7,TA,TA,TA,Unf,0,160000
5,1513,1,180,939,939,1,1920,0,8,TA,TA,TA,Unf,0,137500
5,1904,1,240,1208,1136,1,1950,0,7,TA,TA,TA,Unf,0,138000
6,1608,1,216,976,1160,2,1925,1,7,Gd,TA,TA,Unf,16,137450
6,1158,1,208,862,950,1,1929,1,5,TA,TA,TA,RFn,0,120000
6,1593,2,398,839,864,2,2004,1,8,TA,TA,TA,Fin,75,193000
7,1294,2,662,1286,1294,2,2006,1,6,Gd,Gd,Gd,RFn,55,193879
8,1464,3,754,1485,1464,2,2007,0,6,Gd,Gd,Gd,Unf,160,282922
3,1214,3,936,672,694,1,1915,0,6,TA,TA,TA,Unf,0,105000
8,1646,2,482,1594,1646,2,2004,1,5,Gd,Gd,Ex,Fin,53,275000
5,768,2,396,768,768,1,1972,0,5,TA,TA,Gd,Unf,0,133000
5,833,0,0,833,833,1,1985,0,5,TA,TA,TA,,0,112000
4,1363,2,528,622,741,1,1910,0,6,TA,TA,Fa,Unf,0,125500
7,2093,2,542,791,1236,2,1986,1,7,TA,TA,Gd,Fin,63,215000
7,1840,2,622,944,944,2,2001,0,6,Gd,Gd,Gd,RFn,45,230000
6,1668,1,271,856,1112,1,1950,0,6,TA,TA,TA,Unf,0,140000
4,1040,2,420,0,1040,2,1949,0,6,TA,TA,,Unf,0,90000
8,1844,2,620,1844,1844,2,2005,1,7,Gd,Gd,Gd,Fin,44,257000
6,1848,2,370,833,1053,1,1923,1,8,Gd,TA,TA,Unf,0,207000
7,1569,3,660,1386,1569,2,2007,1,7,Gd,Gd,Gd,RFn,20,175900
4,2290,2,560,777,1246,2,1885,0,11,TA,TA,TA,Unf,0,122500
8,2450,3,1069,1284,1310,2,1998,1,7,Gd,Gd,Gd,Fin,126,340000
5,1144,1,336,1144,1144,1,1963,0,6,TA,TA,TA,Unf,88,124000
6,1844,2,540,1844,1844,2,1969,1,7,Gd,Gd,TA,RFn,73,223000
6,1416,2,776,708,708,2,1968,1,7,TA,TA,TA,RFn,169,179900
6,1069,2,440,1069,1069,2,1977,1,4,TA,TA,Gd,RFn,55,127500
6,848,2,420,848,848,1,2003,0,3,Gd,Gd,Gd,Fin,0,136500
6,2201,2,432,697,1575,2,1966,1,8,Gd,Gd,Gd,Unf,236,274970
5,1344,1,484,1024,1344,1,1958,1,6,TA,TA,TA,Unf,28,144000
6,1252,2,528,1252,1252,1,1959,0,7,Gd,Gd,TA,Unf,39,142000
7,2127,2,525,1223,1223,2,1994,2,5,Gd,Gd,Gd,RFn,132,271000
5,1558,1,288,913,1048,1,1945,1,6,TA,TA,TA,Unf,0,140000
5,804,1,240,788,804,1,1940,2,4,Gd,TA,TA,Unf,0,119000
6,1440,2,467,1440,1440,2,1981,1,7,Gd,Gd,Gd,Fin,0,182900
5,1838,2,372,732,734,2,2005,1,7,TA,Gd,Gd,Fin,40,192140
6,958,2,440,958,958,2,1976,0,5,TA,TA,Gd,RFn,60,143750
4,968,1,216,656,968,2,1927,0,5,TA,TA,TA,Unf,0,64500
6,1792,2,451,936,962,2,2000,1,8,TA,TA,Gd,Fin,0,186500
5,1126,2,484,1126,1126,2,1977,1,5,TA,TA,TA,RFn,41,160000
6,1537,2,462,1319,1537,1,1962,1,7,Gd,Gd,TA,RFn,36,174000
4,864,2,528,864,864,1,1971,0,5,TA,TA,TA,Unf,0,120500
8,1932,3,774,1932,1932,2,2008,1,7,Ex,Ex,Ex,Fin,66,394617
6,1236,2,923,912,1236,1,1957,0,6,TA,TA,TA,Unf,158,149700
7,1725,2,550,539,1040,2,1979,1,6,TA,TA,TA,RFn,88,197000
6,2555,2,672,588,1423,2,1922,1,11,TA,TA,Ex,Fin,0,191000
6,848,2,420,848,848,1,2004,1,3,Gd,Gd,Gd,RFn,0,149300
10,2007,3,812,1017,1026,2,2008,1,10,Ex,Ex,Ex,Fin,52,310000
6,952,1,192,952,952,1,1916,1,4,Fa,TA,TA,Unf,98,121000
7,1422,2,626,1422,1422,2,2004,0,7,Gd,Gd,Gd,RFn,60,179600
6,913,1,240,814,913,1,1966,0,6,TA,TA,TA,Unf,0,129000
5,1188,1,312,1188,1188,1,1962,0,6,TA,TA,TA,Unf,39,157900
8,2090,2,556,1220,1220,2,1995,1,8,Gd,Gd,Gd,RFn,65,240000
4,1346,1,384,560,796,1,1910,0,6,TA,TA,Fa,Unf,24,112000
5,630,0,0,630,630,1,1970,0,3,Ex,TA,Gd,,0,92000
5,1792,0,0,896,896,2,1974,0,8,TA,TA,Gd,,45,136000
8,1578,3,840,1573,1578,2,2008,1,7,Ex,Gd,Gd,Fin,36,287090
5,1072,2,525,547,1072,1,2005,0,5,TA,TA,Gd,Fin,28,145000
5,1140,0,0,1140,1140,1,2006,0,6,TA,TA,Gd,,56,84500
7,1221,2,400,1221,1221,2,2004,0,6,Gd,Gd,Gd,RFn,113,185000
6,1647,2,460,953,953,2,1999,1,7,TA,TA,Gd,RFn,40,175000
6,2073,2,500,1542,2073,2,1978,2,7,TA,TA,Gd,Unf,0,210000
7,2340,1,252,1152,1188,2,1941,2,9,Gd,Ex,TA,RFn,60,266500
5,1078,1,240,1078,1078,1,1950,0,5,Gd,TA,TA,Unf,0,142125
5,1256,1,276,1256,1256,1,1965,0,6,TA,Gd,TA,Fin,68,147500